Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Caldera,Partido Conservador,PCon,"('Cosme', 'Campillo', 'Ibáñez')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cosme_Campillo_Ibáñez
Caldera,Partido Radical,PR,"('Ángel', 'Custodio', 'Francisco', 'Gallo', 'Goyenechea')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Angel_Custodio_Francisco_Gallo_Goyenechea
Copiapó,Partido Radical,PR,"('Pedro', 'León', 'Gallo', 'Goyenechea')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_León_Gallo_Goyenechea
Copiapó,Partido Radical,PR,"('Manuel', 'Antonio', 'Matta', 'Goyenechea')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Antonio_Matta_Goyenechea
Copiapó,,,"('Telésforo', 'Espiga')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Telésforo_Espiga
Vallenar,Partido Conservador,PCon,"('Carlos', 'Walker', 'Martínez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Walker_Martínez
Vallenar,,,"('Ramón', 'Vial', 'Formas')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Vial_Formas
Freirina,,,"('Ambrosio', 'Montt', 'Luco')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ambrosio_Montt_Luco
Freirina,Partido Liberal,PL,"('Juan', 'de Dios', 'Arlegui', 'Gorbea')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_de_Dios_Arlegui_Gorbea
La Serena,,,"('Maximiano', 'Errázuriz', 'Valdivieso')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Maximiano_Errázuriz_Valdivieso
La Serena,Partido Liberal,PL,"('José', 'Antonio', 'Larraguibel', 'Munizaga')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Larraguibel_Munizaga
Coquimbo,,,"('Pedro', 'Nolasco', 'Videla', 'Hidalgo')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Nolasco_Videla_Hidalgo
Elqui,Partido Nacional,PN,"('Antonio', 'Varas', 'de la Barra')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Antonio_Varas_de_la_Barra
Ovalle,,,"('Manuel', 'Amunátegui', 'Aldunate')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Amunátegui_Aldunate
Ovalle,,,"('Samuel', 'Izquierdo', 'Urmeneta')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Samuel_Izquierdo_Urmeneta
Ovalle,Partido Nacional,PN,"('Silvestre', 'Ochagavía', 'Errázuriz')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Silvestre_Ochagavía_Errázuriz
Combarbalá,,,"('Francisco', 'de Paula', 'Echaurren', 'González')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_de_Paula_Echaurren_González
Combarbalá,,,"('Francisco', 'de Paula', 'Figueroa', 'Araoz')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_de_Paula_Figueroa_Araoz
Illapel,,,"('Juan', 'José', 'Cerda')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_José_Cerda
Illapel,,,"('José', 'Undurraga', 'Solar')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Undurraga_Solar
Petorca,,,"('Pablo', 'Flores')",,,,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Flores
Petorca,,,"('Miguel', 'Cruchaga', 'Montt')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Cruchaga_Montt
Petorca,,,"('Ruperto', 'Ovalle', 'Vicuña')",,,,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ruperto_Ovalle_Vicuña
Petorca,,,"('José', 'Antonio', 'Soffia', 'Argomedo')",,,,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Soffia_Argomedo
Petorca,Partido Nacional,PN,"('Ramón', 'Cerda', 'Concha')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Cerda_Concha
La Ligua,,,"('Claudio', 'Mackenna', 'Astorga')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudio_Mackenna_Astorga
