Circunscripción,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
1,Concertación de Partidos por la Democracia,PPD,"('Sergio', 'Bitar', 'Chacra')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Lagos_Cosgrove
1,Unión por Chile,RN,"('Julio', 'Lagos', 'Cosgrove')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Lagos_Cosgrove
2,Concertación de Partidos por la Democracia,PDC,"('Carmen', 'Frei', 'Ruiz-Tagle')",58492,35.05,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carmen_Frei_Ruiz-Tagle
2,Unión por Chile,RN,"('Carlos', 'Cantero', 'Ojeda')",40007,23.97,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Cantero_Ojeda
3,Concertación de Partidos por la Democracia,PS,"('Ricardo', 'Núñez', 'Muñoz')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Núñez_Muñoz
3,Unión por Chile,RN,"('Ignacio', 'Pérez', 'Walker')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Pérez_Walker
4,Concertación de Partidos por la Democracia,PDC,"('Jorge', 'Pizarro', 'Soto')",82598,38.3,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Pizarro_Soto
4,Unión por Chile,IND,"('Evelyn', 'Matthei', 'Fornet')",50281,23.32,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Evelyn_Matthei_Fornet
5,Concertación de Partidos por la Democracia,PS,"('Carlos', 'Ominami', 'Pascual')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Ominami_Pascual
5,Unión por Chile,RN,"('Sergio', 'Romero', 'Pizarro')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Romero_Pizarro
6,Concertación de Partidos por la Democracia,PDC,"('Juan', 'Hamilton', 'Depassier')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Patricio_José_Hamilton_Depassier
6,Unión por Chile,UDI,"('Beltrán', 'Urenda', 'Zegers')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Beltrán_Urenda_Zegers
7,Concertación de Partidos por la Democracia,PDC,"('Andrés', 'Zaldívar', 'Larraín')",309370,27.77,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Zaldívar_Larraín
7,Unión por Chile,UDI,"('Jovino', 'Novoa', 'Vásquez')",229008,20.56,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jovino_Novoa_Vásquez
8,Concertación de Partidos por la Democracia,PDC,"('Alejandro', 'Foxley', 'Rioseco')",294595,24.43,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Tomás_Foxley_Rioseco
8,Unión por Chile,UDI,"('Carlos', 'Bombal', 'Otaegui')",318703,26.43,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Bombal_Otaegui
9,Concertación de Partidos por la Democracia,PDC,"('Rafael', 'Moreno', 'Rojas')",82789,25.01,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rafael_Adolfo_Moreno_Rojas
9,Unión por Chile,UDI,"('Andrés', 'Chadwick', 'Piñera')",68167,20.59,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Pío_Bernardino_Chadwick_Piñera
10,Concertación de Partidos por la Democracia,PS,"('Jaime', 'Gazmuri', 'Mujica')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Gazmuri_Mujica
10,Unión por Chile,IND,"('Francisco', 'Javier', 'Errázuriz', 'Talavera')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Javier_Errázuriz_Talavera
11,Concertación de Partidos por la Democracia,PDC,"('Manuel', 'Matta', 'Aragay')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_José_Ramón_Matta_Aragay
11,Unión por Chile,UDI,"('Hernán', 'Larraín', 'Fernández')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hernán_Larraín_Fernández
12,Concertación de Partidos por la Democracia,PDC,"('Hosain', 'Sabag', 'Castillo')",133761,31.27,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hosain_Sabag_Castillo
12,Concertación de Partidos por la Democracia,PS,"('José', 'Antonio', 'Viera-Gallo', 'Quesney')",129278,30.22,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Viera_Gallo_Quesney
13,Concertación de Partidos por la Democracia,PDC,"('Mariano', 'Ruiz-Esquide', 'Jara')",109368,35.78,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Mariano_Ruiz-Esquide_Jara
13,Unión por Chile,RN,"('Mario', 'Ríos', 'Santander')",96935,31.71,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Enrique_Ríos_Santander
14,Concertación de Partidos por la Democracia,PPD,"('Roberto', 'Muñoz', 'Barra')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Muñoz_Barra
14,Unión por Chile,RN,"('Francisco', 'Prat', 'Alemparte')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Prat_Alemparte
15,Concertación de Partidos por la Democracia,PDC,"('Jorge', 'Lavandero', 'Illanes')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Exequiel_Lavandero_Illanes
15,Unión por Chile,RN,"('Sergio', 'Diez', 'Urzúa')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Eduardo_de_Praga_Diez_Urzúa
16,Concertación de Partidos por la Democracia,PDC,"('Gabriel', 'Valdés', 'Subercaseaux')",93375,43.18,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Valdés_Subercaseaux
16,Unión por Chile,IND,"('Marco', 'Cariola', 'Barroilhet')",52247,24.16,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marco_Antonio_Cariola_Barroilhet
17,Concertación de Partidos por la Democracia,PDC,"('Sergio', 'Páez', 'Verdugo')",56189,28.43,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Páez_Verdugo
17,Unión por Chile,IND,"('Rodolfo', 'Stange', 'Oelckers')",53584,27.11,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodolfo_Stange_Oelckers
18,Concertación de Partidos por la Democracia,PDC,"('Adolfo', 'Zaldívar', 'Larraín')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Adolfo_Zaldívar_Larraín
18,Unión por Chile,IND,"('Antonio', 'Horvath', 'Kiss')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Antonio_Horvath_Kiss
19,Concertación de Partidos por la Democracia,PDC,"('José', 'Ruiz', 'de Giorgio')",18003,30.67,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Ruiz_de_Giorgio
19,Unión por Chile,IND,"('Sergio', 'Fernández', 'Fernandez')",14187,24.17,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Fernández_Aguayo
101,Concertación de Partidos por la Democracia,PDC,"('Edgardo', 'Böeninger', 'Kausel')",0,0.0,*,*,
101,Concertación de Partidos por la Democracia,PR,"('Augusto', 'Parra', 'Muñoz')",0,0.0,*,*,
101,Concertación de Partidos por la Democracia,PR,"('Enrique', 'Silva', 'Cimma')",0,0.0,*,*,
101,Concertación de Partidos por la Democracia,PDC,"('Eduardo', 'Frei', 'Ruiz-Tagle')",0,0.0,*,*,
101,Unión por Chile,SUPREMA,"('Enrique', 'Zurita', 'Campos')",0,0.0,*,*,
101,Unión por Chile,COSENA,"('Fernando', 'Cordero', 'Rusque')",0,0.0,*,*,
101,Unión por Chile,COSENA,"('Julio', 'Canessa', 'Robert')",0,0.0,*,*,
101,Unión por Chile,VIT,"('Augusto', 'Pinochet', 'Ugarte')",0,0.0,*,*,
101,Unión por Chile,COSENA,"('Jorge', 'Martínez', 'Busch')",0,0.0,*,*,
101,Unión por Chile,SUPREMA,"('Marcos', 'Aburto', 'Ochoa')",0,0.0,*,*,
101,Unión por Chile,COSENA,"('Ramón', 'Vega', 'Hidalgo')",0,0.0,*,*,
