Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Copiapó,,,"('Juan', 'Vicente', 'Mira', 'Iñíguez')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Vicente_De_Mira_Iñíguez
Copiapó,,,"('Miguel', 'Gallo', 'Vergara')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Gallo_Vergara
Vallenar,,,"('Ramón', 'Rengifo', 'Cárdenas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Rengifo_Cárdenas
Vallenar,,,"('Miguel', 'Barros', 'Morán')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Barros_Morán
La Serena,,,"('José', 'Pedro', 'Guzmán', 'Recabarren')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pedro_Guzmán_Recabarren
La Serena,,,"('José', 'Francisco', 'Gana', 'López')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Francisco_Gana_López
Elqui,,,"('Buenaventura', 'Solar')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Buenaventura_Solar
Elqui,,,"('Juan', 'Nicolás', 'Álvarez', 'Borcosqui')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Nicolás_Álvarez_Borcosqui
Ovalle,,,"('José', 'Tomás', 'Urmeneta', 'García')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Tomás_Urmeneta_García
Ovalle,,,"('Calixto', 'Guerrero', 'Varas')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Calixto_Guerrero_Varas
Illapel,,,"('Santiago', 'Salas', 'Palazuelos')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Santiago_Salas_Palazuelos
Illapel,,,"('Juan', 'José', 'Aldunate', 'Irarrázaval')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_José_Aldunate_Irarrázabal
Petorca,,,"('Waldo', 'Silva', 'Algue')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Waldo_Silva_Algue
Petorca,,,"('Manuel', 'Montt', 'Torres')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Montt_Torres
La Ligua,,,"('José', 'Ignacio', 'Larraín', 'Landa')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Ignacio_Larraín_Landa
La Ligua,,,"('Juan', 'María', 'Egaña', 'Fabres')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_María_Egaña_Fabres
Los Andes,,,"('José', 'María', 'Bascuñán')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_María_Bascuñán
Los Andes,,,"('Miguel', 'Dávila', 'Silva')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Dávila_Silva
San Felipe,,,"('Antonio', 'Jacobo', 'Vial', 'Formas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Antonio_Jacobo_Vial_Formas
San Felipe,,,"('Francisco', 'de Borja', 'García-Huidobro', 'Aldunate')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_de_Borja_García_Huidobro_Aldunate
Putaendo,,,"('Fernando', 'Urízar', 'Garfias')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Urízar_Garfias
Quillota,,,"('José', 'Gabriel', 'Palma', 'Villanueva')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Gabriel_Palma_Villanueva
Quillota,,,"('Juan', 'de Dios', 'Morandé', 'Portales')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_de_Dios_Morandé_Portales
Quillota,,,"('José', 'Vicente', 'Sánchez', 'Bravo de Naveda')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Vicente_Sánchez_Bravo_de_Naveda
Valparaíso,,,"('Ambrosio', 'Andonaegui', 'Blanco')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ambrosio_Andonaegui_Blanco
Valparaíso,,,"('Domingo', 'Espiñeira', 'Riesco')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Domingo_Espiñeira_Riesco
